epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
83,13121.2,1.46978,1.88362,0.01923,0.99983,0.6239,0.51998,0.57123,0.37343,1.37924,1.54693,0.02227,0,0.0079705,0.0079705,0.0079705,0.00398525,0.015941
84,13275.1,1.4687,1.88247,0.01915,0.99952,0.62509,0.51913,0.57149,0.37371,1.37819,1.54563,0.02226,0,0.00794575,0.00794575,0.00794575,0.00397287,0.0158915
85,13424.3,1.4778,1.8712,0.01917,0.99976,0.62576,0.52052,0.57213,0.37447,1.37741,1.54387,0.02223,0,0.007921,0.007921,0.007921,0.0039605,0.015842
86,13577,1.47203,1.87879,0.01924,0.99989,0.63115,0.51822,0.57291,0.37516,1.37597,1.54248,0.0222,0,0.00789625,0.00789625,0.00789625,0.00394813,0.0157925
87,13726.2,1.46667,1.87244,0.0192,0.99968,0.62736,0.52259,0.57368,0.37583,1.37382,1.54242,0.02215,0,0.0078715,0.0078715,0.0078715,0.00393575,0.015743
88,13870.1,1.45515,1.86935,0.01907,0.99973,0.62973,0.52124,0.57408,0.37642,1.37213,1.54158,0.02212,0,0.00784675,0.00784675,0.00784675,0.00392337,0.0156935
89,14025.3,1.46323,1.86407,0.01908,0.99988,0.63345,0.51952,0.57478,0.37734,1.37117,1.53983,0.0221,0,0.007822,0.007822,0.007822,0.003911,0.015644
90,14175.2,1.4642,1.86297,0.01914,0.99984,0.62787,0.52254,0.57537,0.37812,1.37113,1.53658,0.0221,0,0.00779725,0.00779725,0.00779725,0.00389863,0.0155945
91,14334.8,1.4624,1.86444,0.01914,0.99963,0.6394,0.51798,0.57582,0.3786,1.37056,1.53473,0.02209,0,0.0077725,0.0077725,0.0077725,0.00388625,0.015545
92,14485.3,1.45085,1.85772,0.01892,0.9998,0.6416,0.51843,0.57638,0.37915,1.36891,1.53398,0.02207,0,0.00774775,0.00774775,0.00774775,0.00387388,0.0154955
93,14630.3,1.45257,1.84692,0.01909,0.9998,0.6399,0.52037,0.57685,0.37989,1.36853,1.5312,0.02205,0,0.007723,0.007723,0.007723,0.0038615,0.015446
94,14789.6,1.4706,1.85787,0.01906,0.99986,0.63718,0.52068,0.57796,0.38091,1.36803,1.5293,0.02205,0,0.00769825,0.00769825,0.00769825,0.00384913,0.0153965
95,14940.7,1.44565,1.84023,0.01888,0.99975,0.64275,0.51958,0.57811,0.38142,1.36782,1.52626,0.02205,0,0.0076735,0.0076735,0.0076735,0.00383675,0.015347
96,15095.5,1.45738,1.84078,0.01897,0.99987,0.6442,0.52087,0.57912,0.38225,1.36702,1.52451,0.02202,0,0.00764875,0.00764875,0.00764875,0.00382438,0.0152975
97,15243.5,1.4614,1.84859,0.01892,0.99979,0.64868,0.51804,0.57973,0.38286,1.36709,1.52188,0.02202,0,0.007624,0.007624,0.007624,0.003812,0.015248
