layer,op,tensor,amax,p999,outlier_ratio,channel_range_ratio,hostility
/model.7/m.1/m.1.1/mlp/mlp.0/act/Mul,Mul,/model.7/m.1/m.1.1/mlp/mlp.0/act/Mul_output_0,9.2149,1.0168,9.063,33.1,32.1007
/model.11/experts.3/conv/conv.3/Conv,Conv,/model.11/experts.3/conv/conv.3/Conv_output_0,12.1814,3.3126,3.677,4541.0,31.0961
/model.11/experts.2/conv/conv.3/Conv,Conv,/model.11/experts.2/conv/conv.3/Conv_output_0,13.0991,3.1928,4.103,977.1,28.3817
/model.5/routing/router/router.0/Conv,Conv,/model.5/routing/router/router.0/Conv_output_0,0.0566,0.0219,2.58,56627.4,28.2439
/model.11/experts.0/conv/conv.4/Add,Add,/model.11/experts.0/conv/conv.4/Add_output_0,60.5731,15.121,4.006,1083.2,28.2015
/model.24/cv3.1/cv3.1.1/cv3.1.1.1/act/Mul,Mul,/model.24/cv3.1/cv3.1.1/cv3.1.1.1/act/Mul_output_0,102.5217,16.1506,6.348,76.6,27.8574
/model.11/experts.0/conv/conv.4/Mul,Mul,/model.11/experts.0/conv/conv.4/Mul_output_0,60.5527,15.1144,4.006,937.3,27.6253
/model.10/m.1/m.1.1/mlp/mlp.0/act/Mul,Mul,/model.10/m.1/m.1.1/mlp/mlp.0/act/Mul_output_0,14.9149,2.2767,6.551,55.8,26.6039
/model.11/experts.1/conv/conv.4/Add,Add,/model.11/experts.1/conv/conv.4/Add_output_0,56.8899,14.8761,3.824,919.3,26.3023
/model.11/experts.1/conv/conv.4/Mul,Mul,/model.11/experts.1/conv/conv.4/Mul_output_0,56.9053,14.8722,3.826,746.9,25.5225
/model.22/Concat,Concat,/model.22/Concat_output_0,43.731,9.0,4.859,151.5,24.618
/model.11/experts.0/conv/conv.3/Conv,Conv,/model.11/experts.0/conv/conv.3/Conv_output_0,11.2047,3.2115,3.489,1004.5,24.2448
/model.14/Concat,Concat,/model.14/Concat_output_0,16.1548,2.7555,5.863,58.0,24.0494
/model.14/cv1/act/Mul,Mul,/model.14/cv1/act/Mul_output_0,16.1548,2.7666,5.839,58.0,23.953
/model.8/Add_2,Add,/model.8/Add_2_output_0,39.5765,6.1711,6.413,37.9,23.6594
/model.13/Concat,Concat,/model.13/Concat_output_0,43.731,9.5292,4.589,151.5,23.2615
/model.24/cv3.2/cv3.2.0/cv3.2.0.0/act/Mul,Mul,/model.24/cv3.2/cv3.2.0/cv3.2.0.0/act/Mul_output_0,16.8615,3.2614,5.17,76.0,22.6009
/model.24/cv3.2/cv3.2.0/cv3.2.0.0/conv/Conv,Conv,/model.24/cv3.2/cv3.2.0/cv3.2.0.0/conv/Conv_output_0,23.6274,4.177,5.657,51.7,22.586
/model.5/routing/router/router.1/Mul,Mul,/model.5/routing/router/router.1/Mul_output_0,0.3082,0.1813,1.7,308204.2,21.4986
/model.11/Add_2,Add,/model.11/Add_2_output_0,43.731,10.3498,4.225,151.5,21.4323
/model.24/cv3.2/cv3.2.1/cv3.2.1.0/act/Mul,Mul,/model.24/cv3.2/cv3.2.1/cv3.2.1.0/act/Mul_output_0,22.2905,4.9443,4.508,95.4,20.752
