layer,op,tensor,amax,p999,outlier_ratio,channel_range_ratio,hostility
/model.7/act/Mul,Mul,/model.7/act/Mul_output_0,10.4587,2.6896,3.888,22.6,12.4219
/model.25/cv2.0/cv2.0.1/act/Mul,Mul,/model.25/cv2.0/cv2.0.1/act/Mul_output_0,65.1576,14.3214,4.55,12.4,12.0297
/model.20/Concat,Concat,/model.20/Concat_output_0,11.0111,3.4079,3.231,38.2,11.9782
/model.17/Concat,Concat,/model.17/Concat_output_0,9.4349,2.7107,3.481,29.1,11.9626
/model.2/cv2/conv/Conv,Conv,/model.2/cv2/conv/Conv_output_0,43.7723,10.6737,4.101,16.4,11.9152
/model.25/cv3.2/cv3.2.1/cv3.2.1.1/act/Mul,Mul,/model.25/cv3.2/cv3.2.1/cv3.2.1.1/act/Mul_output_0,37.6002,15.8921,2.366,135.0,11.8063
/model.21/cv2/conv/Conv,Conv,/model.21/cv2/conv/Conv_output_0,16.0935,4.1527,3.875,18.5,11.6442
/model.12/experts.0/conv/conv.2/Mul,Mul,/model.12/experts.0/conv/conv.2/Mul_output_0,6.0247,1.6302,3.696,21.6,11.6268
/model.25/cv2.0/cv2.0.1/conv/Conv,Conv,/model.25/cv2.0/cv2.0.1/conv/Conv_output_0,65.1576,14.4801,4.5,11.5,11.5638
/model.11/Concat,Concat,/model.11/Concat_output_0,19.0452,7.2081,2.642,68.4,11.3522
/model.6/routing/router/router.0/Conv,Conv,/model.6/routing/router/router.0/Conv_output_0,6.9996,3.6236,1.932,335.0,11.3409
/model.6/routing/router/router.2/Mul,Mul,/model.6/routing/router/router.2/Mul_output_0,4.3549,2.3396,1.861,421.3,11.3375
/model.12/shared_expert/shared_expert.2/Mul,Mul,/model.12/shared_expert/shared_expert.2/Mul_output_0,10.168,3.2868,3.094,36.5,11.3343
/model.0/conv/Conv,Conv,/model.0/conv/Conv_output_0,72.548,23.2126,3.125,33.6,11.2879
/model.14/Concat,Concat,/model.14/Concat_output_0,11.8035,3.5703,3.306,27.8,11.2321
